,index,tournament_type,name,location,date,url,matches_downloaded
1302,2,WSA Silver 15,Monte Carlo Classic (W),"Monte Carlo, Monaco",29 Nov 1997,http://www.squashinfo.com/events/372-womens-monte-carlo-classic-1997,False
1303,3,WSA Tour 7,Savcor Finnish Open (W),"Mikkeli, Finland",24 Nov 1997,http://www.squashinfo.com/events/2028-womens-finnish-open-1997,False
1304,4, ,Isostar Circuit (W),"Amsterdam, Netherlands",23 Nov 1997,http://www.squashinfo.com/events/2029-womens-isostar-circuit-1997,False
1305,5,WSA Silver 15,Hartford Open (W),"Connecticut, USA",17 Nov 1997,http://www.squashinfo.com/events/2030-womens-hartford-open-1997,False
1306,6,WSA Silver 25,Airgas Philadelphia Open (W),"Philadelphia, Pennsylvania, USA",9 Nov 1997,http://www.squashinfo.com/events/2031-womens-philadelphia-open-1997,False
1307,7,WSA Silver 25,Carol Weymuller Open (W),"New York, USA",3 Nov 1997,http://www.squashinfo.com/events/2032-womens-carol-weymuller-open-1997,False
1308,8, ,Heart Health Australian Open (W),"Melbourne, Australia",26 Oct 1997,http://www.squashinfo.com/events/2033-womens-australian-open-1997,False
1309,9, ,Moorabbin Open (W),"Victoria, Australia",19 Oct 1997,http://www.squashinfo.com/events/2037-womens-moorabbin-open-1997,False
1310,10,WSA Platinum,Mazda World Open (W),"Sydney, Australia",19 Oct 1997,http://www.squashinfo.com/events/2036-womens-world-open-1997,False
1311,11, ,Rush Creek US Open (W),"Minneapolis, USA",27 Sep 1997,http://www.squashinfo.com/events/360-womens-us-open-1997,False
1312,12, ,Squash News US Pro (W),"Rhode Island, USA",21 Sep 1997,http://www.squashinfo.com/events/2039-womens-squash-news-us-pro-1997,False
1313,13, ,YTL Open (W),"Kuala Lumpur, Malaysia",21 Sep 1997,http://www.squashinfo.com/events/2038-womens-ytl-open-1997,False
1314,14, ,Chicagoland Open (W),"Chicago, USA",14 Sep 1997,http://www.squashinfo.com/events/2041-womens-chicagoland-open-1997,False
1315,15, ,Milo Open (W),"Kuala Lumpur, Malaysia",14 Sep 1997,http://www.squashinfo.com/events/2040-womens-milo-open-1997,False
1316,16,WSA Silver 25,Sharp Malaysian Open (W),"Kuala Lumpur, Malaysia",30 Aug 1997,http://www.squashinfo.com/events/2042-womens-malaysian-open-1997,False
1317,17,WSA Silver 25,Singapore Open (W),Singapore,24 Aug 1997,http://www.squashinfo.com/events/2043-womens-singapore-open-1997,False
1318,18, ,City of Adelaide Open (W),"Adelaide, Australia",13 Jul 1997,http://www.squashinfo.com/events/2046-womens-city-of-adelaide-open-1997,False
1319,19, ,Heart Health Victorian Open (W),"Melbourne, Australia",6 Jul 1997,http://www.squashinfo.com/events/2047-womens-victorian-open-1997,False
1320,0, ,Japan Open (W),"Chiba City, Japan",29 Jun 1997,http://www.squashinfo.com/events/2048-womens-japan-open-1997,False
1321,1,WSA Silver 25,Boz Munich Open (W),"Parsdorf, Germany",22 Jun 1997,http://www.squashinfo.com/events/2049-womens-munich-open-1997,False
1322,2,WSA Silver 25,Al-Ahram International (W),"Giza, Egypt",17 Jun 1997,http://www.squashinfo.com/events/2050-womens-al-ahram-international-1997,False
1323,3, ,WA Open (W),Australia,15 Jun 1997,http://www.squashinfo.com/events/2051-womens-wa-open-1997,False
1324,4, ,Heliopolis Open (W),"Cairo, Egypt",10 Jun 1997,http://www.squashinfo.com/events/2052-womens-heliopolis-open-1997,False
1325,5, ,Isostar Circuit (W),"Maastricht, Netherlands",8 Jun 1997,http://www.squashinfo.com/events/2053-womens-isostar-circuit-1997,False
1326,6, ,Bolzano Open (W),"Bolzano, Italy",17 May 1997,http://www.squashinfo.com/events/2054-womens-bolzano-open-1997,False
1327,7, ,Bright Lights Las Vegas Open (W),"Las Vegas, USA",11 May 1997,http://www.squashinfo.com/events/2055-womens-las-vegas-open-1997,False
1328,8, ,Carlson Wagonlit Trv Santa Barbara Classic (W),"Santa Barbara, USA",4 May 1997,http://www.squashinfo.com/events/2056-womens-santa-barbara-classic-1997,False
1329,9, ,Leekes British Open (W),"Cardiff, Wales",6 Apr 1997,http://www.squashinfo.com/events/197-womens-british-open-1997,False
1330,10, ,Grasshopper Cup (W),Switzerland,23 Mar 1997,http://www.squashinfo.com/events/2058-womens-grasshopper-cup-1997,False
1331,11, ,Interlink Open (W),"Windsor, England",23 Mar 1997,http://www.squashinfo.com/events/2059-womens-interlink-open-1997,False
1332,12, ,Cup Olympics (W),"Antwerp, Belgium",22 Mar 1997,http://www.squashinfo.com/events/2060-womens-cup-olympics-1997,False
1333,13, ,Austrian Open (W),Austria,15 Mar 1997,http://www.squashinfo.com/events/2062-womens-austrian-open-1997,False
1334,14, ,Head Satellite No3 (W),Malaysia,15 Mar 1997,http://www.squashinfo.com/events/2061-womens-head-satellite-no3-1997,False
1335,15, ,Head Satellite No2 (W),"Kuala Lumpur, Malaysia",10 Mar 1997,http://www.squashinfo.com/events/2063-womens-head-satellite-no2-1997,False
1336,16, ,Coupe de Stade Francais (W),France,9 Mar 1997,http://www.squashinfo.com/events/2065-womens-coupe-de-stade-francais-1997,False
1337,17, ,Swiss Open (W),"Geneva, Switzerland",9 Mar 1997,http://www.squashinfo.com/events/2064-womens-swiss-open-1997,False
1338,18, ,Head Satellite No1 (W),Malaysia,5 Mar 1997,http://www.squashinfo.com/events/2066-womens-head-satellite-no1-1997,False
1339,19, ,Carolus Aachen Open (W),"Aachen, Germany",22 Feb 1997,http://www.squashinfo.com/events/2067-womens-aachen-open-1997,False
1340,0, ,Isostar Circuit (W),"Leidschendam, Netherlands",16 Feb 1997,http://www.squashinfo.com/events/2068-womens-isostar-circuit-1997,False
1341,1, ,Greenwich Open (W),"Greenwich, CT, USA",19 Jan 1997,http://www.squashinfo.com/events/2069-womens-greenwich-open-1997,False
1342,2, ,Marsh & McLennan Apawamis Open (W),"Rye, NY, USA",13 Jan 1997,http://www.squashinfo.com/events/2070-womens-apawamis-open-1997,False
1343,3, ,Finnish Open (W),"Mikkeli, Finland",8 Dec 1996,http://www.squashinfo.com/events/2074-womens-finnish-open-1996,False
1344,4,WSA Silver 15,Monte Carlo Classic (W),"Monte Carlo, Monaco",23 Nov 1996,http://www.squashinfo.com/events/373-womens-monte-carlo-classic-1996,False
1345,5, ,Isostar Circuit (W),"Utrecht, Netherlands",17 Nov 1996,http://www.squashinfo.com/events/2077-womens-isostar-circuit-1996,False
1346,6, ,Art of Squash (W),"Colorado, USA",10 Nov 1996,http://www.squashinfo.com/events/2079-womens-art-of-squash-1996,False
1347,7, ,German Masters (W),"Nurtigen, Germany",10 Nov 1996,http://www.squashinfo.com/events/2078-womens-german-masters-1996,False
1348,8, ,Airgas Philadelphia Open (W),"Pennsylvania, USA",3 Nov 1996,http://www.squashinfo.com/events/2080-womens-philadelphia-open-1996,False
1349,9, ,Carol Weymuller Open (W),"New York, USA",28 Oct 1996,http://www.squashinfo.com/events/600-womens-carol-weymuller-open-1996,False
1350,10, ,Perrier World Open (W),"Kuala Lumpur, Malaysia",13 Oct 1996,http://www.squashinfo.com/events/2083-womens-world-open-1996,False
1351,11, ,HCI Cup (W),"Hamburg, Germany",29 Sep 1996,http://www.squashinfo.com/events/2084-womens-hci-cup-1996,False
1352,12, ,Cali Open (W),"Colombia, Colombia",1 Sep 1996,http://www.squashinfo.com/events/2086-womens-cali-open-1996,False
1353,13, ,Japan Open (W),"Chiba City, Japan",1 Sep 1996,http://www.squashinfo.com/events/2085-womens-japan-open-1996,False
1354,14, ,Bogota Open (W),"Bogota, Colombia",25 Aug 1996,http://www.squashinfo.com/events/2087-womens-bogota-open-1996,False
1355,15, ,Singapore Open (W),Singapore,17 Aug 1996,http://www.squashinfo.com/events/2088-womens-singapore-open-1996,False
1356,16, ,Head Satellite No3 (W),"Kuala Lumpur, Malaysia",10 Aug 1996,http://www.squashinfo.com/events/2089-womens-head-satellite-no3-1996,False
1357,17, ,Australian Open (W),"Melbourne, Australia",8 Aug 1996,http://www.squashinfo.com/events/2090-womens-australian-open-1996,False
1358,18, ,Head Satellite No2 (W),"Kuala Lumpur, Malaysia",5 Aug 1996,http://www.squashinfo.com/events/2091-womens-head-satellite-no2-1996,False
1359,19, ,Head Satellite No1 (W),"Kuala Lumpur, Malaysia",1 Aug 1996,http://www.squashinfo.com/events/2092-womens-head-satellite-no1-1996,False
1360,0, ,Victorian Open (W),"Wangaratta, Australia",28 Jul 1996,http://www.squashinfo.com/events/2093-womens-victorian-open-1996,False
1361,1, ,South Australian Open (W),"Adelaide, Australia",21 Jul 1996,http://www.squashinfo.com/events/2094-womens-south-australian-open-1996,False
1362,2, ,South Australia Satellite (W),"Adelaide, Australia",14 Jul 1996,http://www.squashinfo.com/events/2095-womens-south-australia-satellite-1996,False
1363,3, ,Queensland Open (W),Australia,7 Jul 1996,http://www.squashinfo.com/events/2096-womens-queensland-open-1996,False
1364,4, ,WA Open (W),"Perth, Australia",23 Jun 1996,http://www.squashinfo.com/events/2097-womens-wa-open-1996,False
1365,5, ,El Shams Open (W),"Cairo, Egypt",16 Jun 1996,http://www.squashinfo.com/events/2098-womens-el-shams-open-1996,False
1366,6, ,Heliopolis Open (W),"Cairo, Egypt",12 Jun 1996,http://www.squashinfo.com/events/2099-womens-heliopolis-open-1996,False
1367,7, ,Leekes British Open (W),"Cardiff, Wales",7 Apr 1996,http://www.squashinfo.com/events/380-womens-british-open-1996,False
1368,8, ,Abshot Open (W),"Hants, England",17 Mar 1996,http://www.squashinfo.com/events/2100-womens-abshot-open-1996,False
1369,9, ,Swiss Open (W),"Geneva, Switzerland",10 Mar 1996,http://www.squashinfo.com/events/2101-womens-swiss-open-1996,False
1370,10, ,Sportitalia Open (W),"Milan, Italy",3 Mar 1996,http://www.squashinfo.com/events/2102-womens-sportitalia-open-1996,False
1371,11, ,Finnish Open (W),Finland,12 Dec 1995,http://www.squashinfo.com/events/2107-womens-finnish-open-1995,False
1372,12,WSA Gold 35,Detjen Grand Prix (W),"Nicosia, Cyprus",11 Nov 1995,http://www.squashinfo.com/events/2108-womens-detjen-grand-prix-1995,False
1373,13, ,Heliopolis Open (W),"Cairo, Egypt",4 Nov 1995,http://www.squashinfo.com/events/2109-womens-heliopolis-open-1995,False
1374,14, ,Philadelphia Open (W),"Pennsylvania, USA",29 Oct 1995,http://www.squashinfo.com/events/2110-womens-philadelphia-open-1995,False
1375,15, ,Carol Weymuller Open (W),"New York, USA",15 Oct 1995,http://www.squashinfo.com/events/2114-womens-carol-weymuller-open-1995,False
1376,16, ,Boston Pro-Am (W),"Boston, USA",8 Oct 1995,http://www.squashinfo.com/events/2115-womens-boston-pro-am-1995,False
1377,17, ,Dunlop Open (W),"Wuppertal, Germany",24 Sep 1995,http://www.squashinfo.com/events/2117-womens-dunlop-open-1995,False
1378,18, ,German Masters (W),Germany,24 Sep 1995,http://www.squashinfo.com/events/2116-womens-german-masters-1995,False
1379,19, ,Jain International (W),"Pusan, Republic of Korea",16 Sep 1995,http://www.squashinfo.com/events/2118-womens-jain-international-1995,False
1380,0,WSA Platinum,JSM Supersquash (W),"Yokohama, Japan",10 Sep 1995,http://www.squashinfo.com/events/2119-womens-jsm-supersquash-1995,False
1381,1, ,Singapore Open (W),Singapore,18 Aug 1995,http://www.squashinfo.com/events/2120-womens-singapore-open-1995,False
1382,2, ,Australian Open (W),"Melbourne, Australia",13 Aug 1995,http://www.squashinfo.com/events/2121-womens-australian-open-1995,False
1383,3, ,Queensland Open (W),Australia,22 Jul 1995,http://www.squashinfo.com/events/2122-womens-queensland-open-1995,False
1384,4, ,Victorian Open (W),"Wangaratta, Australia",22 Jul 1995,http://www.squashinfo.com/events/2123-womens-victorian-open-1995,False
1385,5,WSA Gold 45,Pak Fah Yeow World Open (W),Hong Kong,2 Jul 1995,http://www.squashinfo.com/events/2124-womens-world-open-1995,False
1386,6, ,Malaysian Open (W),"Kuala Lumpur, Malaysia",24 Jun 1995,http://www.squashinfo.com/events/2125-womens-malaysian-open-1995,False
1387,7, ,Malaysian Satellite 2 (W),Malaysia,18 Jun 1995,http://www.squashinfo.com/events/2127-womens-malaysian-satellite-2-1995,False
1388,8, ,South Australian Open (W),"Adelaide, Australia",18 Jun 1995,http://www.squashinfo.com/events/2126-womens-south-australian-open-1995,False
1389,9, ,North American Open (W),USA,4 Apr 1995,http://www.squashinfo.com/events/2130-womens-north-american-open-1995,False
1390,10, ,Leekes British Open (W),"Cardiff, Wales",26 Mar 1995,http://www.squashinfo.com/events/381-womens-british-open-1995,False
1391,11, ,Swiss Open (W),"Geneva, Switzerland",12 Mar 1995,http://www.squashinfo.com/events/2131-womens-swiss-open-1995,False
1392,12, ,Guernsey Open (W),"St Peter Port, England",5 Mar 1995,http://www.squashinfo.com/events/2132-womens-guernsey-open-1995,False
1393,13, ,Finnish Open (W),"Mikkeli, Finland",4 Dec 1994,http://www.squashinfo.com/events/2136-womens-finnish-open-1994,False
1394,14, ,Philadelphia Open (W),USA,13 Nov 1994,http://www.squashinfo.com/events/2137-womens-philadelphia-open-1994,False
1395,15, ,US Open (W),"Rhode Island, USA",6 Nov 1994,http://www.squashinfo.com/events/361-womens-us-open-1994,False
1396,16, ,Carol Weymuller Open (W),"New York, USA",30 Oct 1994,http://www.squashinfo.com/events/2138-womens-carol-weymuller-open-1994,False
1397,17,WSA Gold 60,World Open (W),"St Peter Port, Guernsey, England",9 Oct 1994,http://www.squashinfo.com/events/2142-womens-world-open-1994,False
1398,18, ,Talking Pages Open (W),"Windsor, England",26 Sep 1994,http://www.squashinfo.com/events/2143-womens-talking-pages-open-1994,False
1399,19, ,Dunlop Open (W),"Wuppertal, Germany",9 Sep 1994,http://www.squashinfo.com/events/2144-womens-dunlop-open-1994,False
1400,0, ,Egyptian Open (W),"Cairo, Egypt",7 Sep 1994,http://www.squashinfo.com/events/2145-womens-egyptian-open-1994,False
1401,1, ,Carlson Open (W),"Colorado, USA",28 Aug 1994,http://www.squashinfo.com/events/2146-womens-carlson-open-1994,False
1402,2, ,Singapore Open (W),Singapore,27 Aug 1994,http://www.squashinfo.com/events/2147-womens-singapore-open-1994,False
1403,3, ,Australian Open (W),"Melbourne, Australia",21 Aug 1994,http://www.squashinfo.com/events/2148-womens-australian-open-1994,False
1404,4, ,Network Open (W),"Colorado, USA",21 Aug 1994,http://www.squashinfo.com/events/2149-womens-network-open-1994,False
1405,5, ,NSW Open (W),Australia,16 Jul 1994,http://www.squashinfo.com/events/2150-womens-nsw-open-1994,False
1406,6, ,City of Adelaide Open (W),Australia,10 Jul 1994,http://www.squashinfo.com/events/2151-womens-city-of-adelaide-open-1994,False
1407,7, ,Port Adelaide Open (W),Australia,3 Jul 1994,http://www.squashinfo.com/events/2152-womens-port-adelaide-open-1994,False
1408,8, ,Pak Fah Yeow Hong Kong Open (W),Hong Kong,19 Jun 1994,http://www.squashinfo.com/events/2153-womens-hong-kong-open-1994,False
1409,9, ,Malaysian Open (W),"Kuala Lumpur, Malaysia",11 Jun 1994,http://www.squashinfo.com/events/2154-womens-malaysian-open-1994,False
1410,10, ,JSM Supersquash (W),"Tokyo, Japan",5 Jun 1994,http://www.squashinfo.com/events/2155-womens-jsm-supersquash-1994,False
1411,11, ,Japan Open (W),Japan,29 May 1994,http://www.squashinfo.com/events/2156-womens-japan-open-1994,False
1412,12, ,Dunlop Euregio Aachen Open (W),"Aachen, Germany",17 Apr 1994,http://www.squashinfo.com/events/2157-womens-aachen-open-1994,False
1413,13, ,Hi-Tec British Open (W),"Wembley, England",11 Apr 1994,http://www.squashinfo.com/events/382-womens-british-open-1994,False
1414,14, ,Swiss Open (W),"Geneva, Switzerland",13 Mar 1994,http://www.squashinfo.com/events/2160-womens-swiss-open-1994,False
1415,15, ,Leekes Welsh Classic (W),"Cardiff, Wales",26 Feb 1994,http://www.squashinfo.com/events/2161-womens-welsh-classic-1994,False
1416,16, ,San Francisco Classic (W),"San Francisco, USA",11 Nov 1993,http://www.squashinfo.com/events/7473-womens-san-francisco-classic-1993,False
1417,17, ,Carol Weymuller Open (W),"New York, USA",31 Oct 1993,http://www.squashinfo.com/events/2162-womens-carol-weymuller-open-1993,False
1418,18, ,Carolus Cup (W),"Aachen, Germany",31 Oct 1993,http://www.squashinfo.com/events/2163-womens-carolus-cup-1993,False
1419,19, ,Kidman Park Open (W),Australia,24 Oct 1993,http://www.squashinfo.com/events/2165-womens-kidman-park-open-1993,False
1420,0, ,Rulewave Meer Open (W),"Hoofddorp, Netherlands",24 Oct 1993,http://www.squashinfo.com/events/2164-womens-rulewave-meer-open-1993,False
1421,1, ,City of Adelaide Open (W),Australia,17 Oct 1993,http://www.squashinfo.com/events/2166-womens-city-of-adelaide-open-1993,False
1422,2, ,US Open (W),"Philadelphia, USA",17 Oct 1993,http://www.squashinfo.com/events/362-womens-us-open-1993,False
1423,3, ,Boston Classic (W),"Boston, USA",10 Oct 1993,http://www.squashinfo.com/events/7474-womens-boston-classic-1993,False
1424,4, ,Austrian Open (W),"Salzburg, Austria",3 Oct 1993,http://www.squashinfo.com/events/2167-womens-austrian-open-1993,False
1425,5,WSA Gold 45,World Open (W),"Johannesburg, South Africa",25 Sep 1993,http://www.squashinfo.com/events/2168-womens-world-open-1993,False
1426,6, ,Border Open (W),South Africa,10 Sep 1993,http://www.squashinfo.com/events/2645-womens-border-open-1993,False
1427,7, ,Singapore Open (W),Singapore,4 Sep 1993,http://www.squashinfo.com/events/2169-womens-singapore-open-1993,False
1428,8, ,Heart Health Australian Open (W),Australia,22 Aug 1993,http://www.squashinfo.com/events/2170-womens-australian-open-1993,False
1429,9, ,Victorian Open (W),"Victoria, Australia",13 Aug 1993,http://www.squashinfo.com/events/2171-womens-victorian-open-1993,False
1430,10, ,Smokefree New Zealand Open (W),"Auckland, New Zealand",7 Aug 1993,http://www.squashinfo.com/events/2172-womens-new-zealand-open-1993,False
1431,11, ,ACT Open (W),"Canberra, Australia",25 Jul 1993,http://www.squashinfo.com/events/2174-womens-act-open-1993,False
1432,12, ,Malaysian Open (W),"Kuala Lumpur, Malaysia",12 Jun 1993,http://www.squashinfo.com/events/2175-womens-malaysian-open-1993,False
1433,13, ,Canterbury Open (W),New Zealand,6 Jun 1993,http://www.squashinfo.com/events/2176-womens-canterbury-open-1993,False
1434,14, ,Japan Open (W),Japan,6 Jun 1993,http://www.squashinfo.com/events/2177-womens-japan-open-1993,False
1435,15, ,Pak Fah Yeow Hong Kong Open (W),Hong Kong,30 May 1993,http://www.squashinfo.com/events/2178-womens-hong-kong-open-1993,False
1436,16, ,JSM Supersquash (W),"Tokyo, Japan",23 May 1993,http://www.squashinfo.com/events/2179-womens-jsm-supersquash-1993,False
1437,17, ,Hi-Tec British Open (W),"Wembley, England",19 Apr 1993,http://www.squashinfo.com/events/244-womens-british-open-1993,False
1438,18, ,Guernsey Open (W),"St Peter Port, England",28 Mar 1993,http://www.squashinfo.com/events/2180-womens-guernsey-open-1993,False
1439,19, ,Swiss Open (W),"Geneva, Switzerland",7 Mar 1993,http://www.squashinfo.com/events/2181-womens-swiss-open-1993,False
1440,0, ,Leekes Welsh Classic (W),"Cardiff, Wales",22 Feb 1993,http://www.squashinfo.com/events/2182-womens-welsh-classic-1993,False
1441,1, ,Albani Danish Open (W),Denmark,14 Feb 1993,http://www.squashinfo.com/events/2644-womens-danish-open-1993,False
