,index,tournament_type,name,location,date,url,matches_downloaded
746,6,PSA Challenger 5,Global Relocations Israel Open (M),"Herzliya, Israel",21 Feb 2015,http://www.squashinfo.com/events/6001-mens-israel-open-2015,True
747,7,PSA Challenger 15,Oregon Open (M),"Portland, Oregon, USA",21 Feb 2015,http://www.squashinfo.com/events/5999-mens-oregon-open-2015,True
748,8,PSA Challenger 5,Squash Promotion Group & Heroes Bielsko-Biała Open (M),"Bielsko-Biała, Poland",15 Feb 2015,http://www.squashinfo.com/events/5996-mens-bielsko-biala-open-2015,True
749,9,PSA Challenger 10,Life Time Fitness Atlanta Open (M),"Atlanta, USA",8 Feb 2015,http://www.squashinfo.com/events/5994-mens-atlanta-open-2015,True
750,10,PSA International 70,Case Swedish Open (M),"Linköping, Sweden",8 Feb 2015,http://www.squashinfo.com/events/5970-mens-swedish-open-2015,True
751,11,PSA Challenger 10,Savcor Finnish Open (M),"Mikkeli, Finland",1 Feb 2015,http://www.squashinfo.com/events/5985-mens-finnish-open-2015,True
752,12,PSA International 25,Pittsburgh Open (M),"Pittsburgh, USA",1 Feb 2015,http://www.squashinfo.com/events/5966-mens-pittsburgh-open-2015,True
753,13,PSA International 70,Suburban Collection Motor City Open (M),"Bloomfield Hills, Detroit, USA",27 Jan 2015,http://www.squashinfo.com/events/5965-mens-motor-city-open-2015,True
754,14,PSA Challenger 5,Australia Day Challenge (M),"Ipswich, Queensland, Australia",25 Jan 2015,http://www.squashinfo.com/events/5963-mens-australia-day-challenge-2015,True
755,15,PSA Challenger 10,Holtrand Gas City Pro-Am (M),"Medicine Hat, Alberta, Canada",25 Jan 2015,http://www.squashinfo.com/events/5962-mens-gas-city-pro-am-2015,True
756,16,PSA Challenger 5,Marlborough College Open (M),"Marlborough, England",24 Jan 2015,http://www.squashinfo.com/events/5967-mens-marlborough-college-open-2015,True
757,17,PSA World Series Platinum,JP Morgan Tournament of Champions (M),"New York, USA",23 Jan 2015,http://www.squashinfo.com/events/5961-mens-tournament-of-champions-2015,True
758,18,PSA Challenger 5,Open du Gard (M),"Nimes, France",4 Jan 2015,http://www.squashinfo.com/events/5960-mens-open-du-gard-2015,True
759,19,PSA Challenger 5,Business Sport Life Open (M),"Kiev, Ukraine",21 Dec 2014,http://www.squashinfo.com/events/5959-mens-sport-life-open-2014,True
760,0,PSA Challenger 15,Royal Lake Club Open (M),"Kuala Lumpur, Malaysia",19 Dec 2014,http://www.squashinfo.com/events/5958-mens-royal-lake-club-open-2014,True
761,1,PSA Challenger 5,PSA Imet Open (M),"Bratislava, Slovakia",14 Dec 2014,http://www.squashinfo.com/events/5957-mens-imet-open-2014,True
762,2,PSA Challenger 10,PSA Valencia Open (M),"Valencia, Spain",13 Dec 2014,http://www.squashinfo.com/events/5954-mens-valencia-open-2014,True
763,3,PSA International 70,AJ Bell British Grand Prix (M),"Manchester, England",8 Dec 2014,http://www.squashinfo.com/events/5936-mens-british-grand-prix-2014,True
764,4,PSA Challenger 15,Blu Health & Rackets Club Open (M),"Melbourne, Australia",7 Dec 2014,http://www.squashinfo.com/events/5952-mens-blu-health-rackets-club-open-2014,True
765,5,PSA Challenger 10,Betty Griffin Memorial Florida Open (M),"Boca Raton, USA",7 Dec 2014,http://www.squashinfo.com/events/5953-mens-florida-open-2014,True
766,6,PSA Challenger 5,LOC Charing Cross Classic (M),"London, England",5 Dec 2014,http://www.squashinfo.com/events/5951-mens-charing-cross-classic-2014,True
767,7,PSA International 35,Edmonton Open (M),"Edmonton, Alberta, Canada",30 Nov 2014,http://www.squashinfo.com/events/5948-mens-edmonton-open-2014,True
768,8,PSA Challenger 15,London Open (M),"London, England",30 Nov 2014,http://www.squashinfo.com/events/5943-mens-london-open-2014,True
769,9,PSA Challenger 5,Courtcraft Nick Matthew Academy Steel City Open (M),"Sheffield, England",30 Nov 2014,http://www.squashinfo.com/events/5945-mens-steel-city-open-2014,True
770,10,PSA Challenger 5,Winner's Investimax Brussels Open (M),"Brussels, Belgium",29 Nov 2014,http://www.squashinfo.com/events/5942-mens-brussels-open-2014,True
771,11,PSA International 25,Dubai Cup (M),"Dubai, United Arab Emirates",27 Nov 2014,http://www.squashinfo.com/events/5937-mens-dubai-cup-2014,True
772,12,PSA Challenger 10,Movember Saskatoon Boast Open (M),"Saskatoon, Canada",23 Nov 2014,http://www.squashinfo.com/events/5940-mens-saskatoon-boast-open-2014,True
773,13,PSA World Open,Qatar PSA World Championship (M),"Doha, Qatar",21 Nov 2014,http://www.squashinfo.com/events/5614-mens-world-championship-2014,True
774,14,PSA Challenger 5,Caboolture Open (M),"Caboolture, Australia",16 Nov 2014,http://www.squashinfo.com/events/5925-mens-caboolture-open-2014,True
775,15,PSA Challenger 5,McWil & Euro Styl Gdansk Open (M),"Gdansk, Poland",15 Nov 2014,http://www.squashinfo.com/events/5924-mens-gdansk-open-2014,True
776,16,PSA Challenger 10,Racquet Club Pro Series (M),"St Louis, Missouri, USA",15 Nov 2014,http://www.squashinfo.com/events/5923-mens-racquet-club-pro-series-2014,True
777,17,PSA Challenger 10,GoodLife Open (M),"Ottawa, Canada",9 Nov 2014,http://www.squashinfo.com/events/5920-mens-goodlife-open-2014,True
778,18,PSA Challenger 10,Life Time Minneapolis Open (M),"Minneapolis, USA",9 Nov 2014,http://www.squashinfo.com/events/5922-mens-minneapolis-open-2014,True
779,19,PSA Challenger 5,Queensland Open (M),"Brisbane, Australia",9 Nov 2014,http://www.squashinfo.com/events/5921-mens-queensland-open-2014,True
780,0,PSA International 25,Lagos International Classic (M),"Lagos, Nigeria",8 Nov 2014,http://www.squashinfo.com/events/5733-mens-lagos-international-classic-2014,True
781,1,PSA Challenger 10,Pro Squash in Japan Tokyo (M),"Tokyo, Japan",3 Nov 2014,http://www.squashinfo.com/events/5914-mens-pro-squash-in-japan-2014,True
782,2,PSA Challenger 5,Mackay Open (M),"Mackay, Queensland, Australia",2 Nov 2014,http://www.squashinfo.com/events/5913-mens-mackay-open-2014,True
783,3,PSA Challenger 10,Madison Open (M),"Madison, Wisconsin, USA",2 Nov 2014,http://www.squashinfo.com/events/5907-mens-madison-open-2014,True
784,4,PSA International 50,Fiera Properties Bluenose Classic (M),"Halifax, Nova Scotia, Canada",1 Nov 2014,http://www.squashinfo.com/events/5906-mens-bluenose-classic-2014,True
785,5,PSA Challenger 10,JSW PSA Indian Circuit No4 (M),"Chennai, India",29 Oct 2014,http://www.squashinfo.com/events/5905-mens-indian-circuit-no4-2014,True
786,6,PSA Challenger 10,Life Time Chicago Open (M),"Vernon Hills, Illinois, USA",26 Oct 2014,http://www.squashinfo.com/events/5901-mens-chicago-open-2014,True
787,7,PSA International 50,Macau Open (M),"Taipa, Macau",26 Oct 2014,http://www.squashinfo.com/events/5899-mens-macau-open-2014,True
788,8,PSA Challenger 10,Open D'Italia (M),"Padua, Italy",26 Oct 2014,http://www.squashinfo.com/events/5903-mens-open-ditalia-2014,True
789,9,PSA Challenger 5,Tasmanian Open (M),"Devonport, Tasmania, Australia",26 Oct 2014,http://www.squashinfo.com/events/5904-mens-tasmanian-open-2014,True
790,10,PSA International 35,Financière Banque Nationale Montreal Open (M),"Montreal, Canada",24 Oct 2014,http://www.squashinfo.com/events/5897-mens-montreal-open-2014,True
791,11,PSA International 25,Serena Hotels CAS International (M),"Islamabad, Pakistan",23 Oct 2014,http://www.squashinfo.com/events/5717-mens-cas-international-2014,True
792,12,PSA Challenger 5,The Park Estates Bexley Open (M),"Bexley, England",19 Oct 2014,http://www.squashinfo.com/events/5896-mens-bexley-open-2014,True
793,13,PSA Challenger 10,JSW PSA Indian Circuit No3 (M),"Mumbai, India",19 Oct 2014,http://www.squashinfo.com/events/5893-mens-indian-circuit-no3-2014,True
794,14,PSA Challenger 5,PSA Securian Indian Summer Tournament (M),"St Paul, Minnesota, USA",18 Oct 2014,http://www.squashinfo.com/events/5895-mens-indian-summer-tournament-2014,True
795,15,PSA World Series Gold,Delaware Investments US Open (M),"Philadelphia, USA",18 Oct 2014,http://www.squashinfo.com/events/5889-mens-us-open-2014,True
796,16,PSA Challenger 10,JSW PSA Indian Circuit No2 (M),"Mumbai, India",12 Oct 2014,http://www.squashinfo.com/events/5891-mens-indian-circuit-no2-2014,True
797,17,PSA Challenger 10,JSW PSA Indian Circuit No1 (M),"Jaipur, India",5 Oct 2014,http://www.squashinfo.com/events/5886-mens-indian-circuit-no1-2014,True
798,18,PSA Challenger 5,Squash Revolution National Capital Open (M),"Chevy Chase, USA",5 Oct 2014,http://www.squashinfo.com/events/5888-mens-national-capital-open-2014,True
799,19,PSA Challenger 10,Squashworks Salt Lake City Open (M),"Salt Lake City, USA",3 Oct 2014,http://www.squashinfo.com/events/5884-mens-salt-lake-city-open-2014,True
800,0,PSA International 70,NetSuite Open (M),"San Francisco, USA",30 Sep 2014,http://www.squashinfo.com/events/5879-mens-netsuite-open-2014,True
801,1,PSA Challenger 5,Caldense International (M),"Pocos de Caldas, Brazil",28 Sep 2014,http://www.squashinfo.com/events/5883-mens-caldense-international-2014,True
802,2,PSA Challenger 5,City Hall PSA Estarreja Challenger (M),"Estarreja, Portugal",28 Sep 2014,http://www.squashinfo.com/events/5878-mens-estarreja-challenger-2014,True
803,3,PSA Challenger 10,Life Time Phoenix Open (M),"Tempe, Arizona, USA",28 Sep 2014,http://www.squashinfo.com/events/5880-mens-phoenix-open-2014,True
804,4,PSA Challenger 15,NASH Cup (M),"London, Ontario, Canada",27 Sep 2014,http://www.squashinfo.com/events/5876-mens-nash-cup-2014,True
805,5,PSA International 70,Abierto Mexicano de Raquetas (M),"Huixquilucan, Mexico",21 Sep 2014,http://www.squashinfo.com/events/5862-mens-abierto-mexicano-de-raquetas-2014,True
806,6,PSA Challenger 5,City Hall PSA Anadia Challenger (M),"Anadia, Portugal",21 Sep 2014,http://www.squashinfo.com/events/5866-mens-anadia-challenger-2014,True
807,7,PSA International 25,ILEX Construction Charlottesville Open (M),"Charlottesville, Virginia, USA",21 Sep 2014,http://www.squashinfo.com/events/5865-mens-charlottesville-open-2014,True
808,8,PSA Challenger 5,Amman Open (M),"Amman, Jordan",17 Sep 2014,http://www.squashinfo.com/events/5864-mens-amman-open-2014,True
809,9,PSA Challenger 5,PSA Romania International (M),"Bucharest, Romania",14 Sep 2014,http://www.squashinfo.com/events/5859-mens-romania-international-2014,True
810,10,PSA International 70,China Open - Squash Stars On The Bund (M),"Shanghai, China",7 Sep 2014,http://www.squashinfo.com/events/5823-mens-china-open-2014,True
811,11,PSA Challenger 5,North Coast Open (M),"Coffs Harbour, NSW, Australia",7 Sep 2014,http://www.squashinfo.com/events/5830-mens-north-coast-open-2014,True
812,12,PSA World Series Platinum,Cathay Pacific Sun Hung Kai Financial Hong Kong Open (M),Hong Kong,31 Aug 2014,http://www.squashinfo.com/events/5835-mens-hong-kong-open-2014,True
813,13,PSA Challenger 5,New South Wales Open (M),"Sydney, Australia",31 Aug 2014,http://www.squashinfo.com/events/5849-mens-new-south-wales-open-2014,True
814,14,PSA Challenger 5,Rotterdam Open (M),"Rotterdam, Netherlands",31 Aug 2014,http://www.squashinfo.com/events/5831-mens-rotterdam-open-2014,True
815,15,PSA Challenger 10,Malaysian Tour Circuit No6 (M),"Kangar, Perlis, Malaysia",30 Aug 2014,http://www.squashinfo.com/events/5847-mens-malaysian-tour-2014,True
816,16,PSA Challenger 10,Hashim Khan Memorial Pakistan Circuit No2 (M),"Peshawar, Pakistan",28 Aug 2014,http://www.squashinfo.com/events/5846-mens-pakistan-circuit-no2-2014,True
817,17,PSA Challenger 5,MANTIS Fantasysquash.com Nottingham Open (M),"Nottingham, England",24 Aug 2014,http://www.squashinfo.com/events/5829-mens-nottingham-open-2014,True
818,18,PSA Challenger 5,Shepparton International (M),"Shepparton, Victoria, Australia",24 Aug 2014,http://www.squashinfo.com/events/5828-mens-shepparton-international-2014,True
819,19,PSA International 50,CIMB Malaysian Open (M),"Kuala Lumpur, Malaysia",23 Aug 2014,http://www.squashinfo.com/events/5826-mens-malaysian-open-2014,True
820,0,PSA Challenger 5,Colony Ford Lincoln National Squash Academy Open (M),"Toronto, Canada",16 Aug 2014,http://www.squashinfo.com/events/5827-mens-national-squash-academy-open-2014,True
821,1,PSA Challenger 5,Uberlandia Open (M),"Uberlandia, Brazil",10 Aug 2014,http://www.squashinfo.com/events/5820-mens-uberlandia-open-2014,True
822,2,PSA International 50,Club El Nogal Colombian Open (M),"Bogota, Colombia",9 Aug 2014,http://www.squashinfo.com/events/5821-mens-colombian-open-2014,True
823,3,PSA Challenger 10,Tauron Ponta Lagoa International Challenger (M),"Ponta Grossa, Brazil",3 Aug 2014,http://www.squashinfo.com/events/5822-mens-ponta-lagoa-international-challenger-2014,True
824,4,PSA Challenger 10,Rancho Open (M),"Quito, Ecuador",2 Aug 2014,http://www.squashinfo.com/events/5819-mens-rancho-open-2014,True
825,5,PSA Challenger 5,Château-Arnoux Open (M),"Chateau-Arnoux, France",20 Jul 2014,http://www.squashinfo.com/events/5818-mens-chateau-arnoux-open-2014,True
826,6,PSA Challenger 5,Madeira International Open (M),"Canico, Madeira, Portugal",19 Jul 2014,http://www.squashinfo.com/events/5817-mens-madeira-international-open-2014,True
827,7,PSA Challenger 15,Victorian Open (M),"Melbourne, Australia",13 Jul 2014,http://www.squashinfo.com/events/5792-mens-victorian-open-2014,True
828,8,PSA International 25,PSA CCI International (M),"Mumbai, India",6 Jul 2014,http://www.squashinfo.com/events/5786-mens-cci-international-2014,True
829,9,PSA Challenger 15,ILT & Community Trust NZ Southern Open (M),"Invercargill, New Zealand",29 Jun 2014,http://www.squashinfo.com/events/5790-mens-nz-southern-open-2014,True
830,10,PSA Challenger 5,Gibraltar Open (M),Gibraltar,28 Jun 2014,http://www.squashinfo.com/events/5791-mens-gibraltar-open-2014,True
831,11,PSA Challenger 5,Doubledot Media Christchurch International Open (M),"Christchurch, New Zealand",22 Jun 2014,http://www.squashinfo.com/events/5789-mens-christchurch-international-open-2014,True
832,12,PSA Challenger 15,Be Personnel Loch Ness Challenger (M),"Inverness, Scotland",22 Jun 2014,http://www.squashinfo.com/events/5787-mens-loch-ness-challenger-2014,True
833,13,PSA Challenger 5,British Virgin Islands Open (M),"Tortola, British Virgin Islands",21 Jun 2014,http://www.squashinfo.com/events/5788-mens-british-virgin-islands-open-2014,True
834,14,PSA Challenger 10,Select Gaming Kent Open (M),"Maidstone, England",15 Jun 2014,http://www.squashinfo.com/events/5785-mens-kent-open-2014,True
835,15,PSA Challenger 10,Fitzherbert Rowe New Zealand International Classic (M),"Palmerston North, New Zealand",15 Jun 2014,http://www.squashinfo.com/events/5784-mens-new-zealand-international-classic-2014,True
836,16,PSA Challenger 5,Maggie Beer South Australian Open (M),"Tanunda, Australia",14 Jun 2014,http://www.squashinfo.com/events/5777-mens-south-australian-open-2014,True
837,17,PSA Challenger 10,Tour de las Americas Paraguay Open (M),"Asuncion, Paraguay",7 Jun 2014,http://www.squashinfo.com/events/5773-mens-paraguay-open-2014,True
838,18,PSA Challenger 5,City Of Kalgoorlie-Boulder PSA Golden Open (M),"Kalgoorlie, WA, Australia",2 Jun 2014,http://www.squashinfo.com/events/5772-mens-golden-open-2014,True
839,19,PSA Challenger 5,Cobendai Castellana Open (M),"Madrid, Spain",1 Jun 2014,http://www.squashinfo.com/events/5746-mens-castellana-open-2014,True
840,0,PSA International 25,Internacional Sporta Open (M),"Santa Catarina Pinula, Guatemala",1 Jun 2014,http://www.squashinfo.com/events/5768-mens-internacional-sporta-open-2014,True
841,1,PSA Challenger 10,Grays Norwegian Open (M),"Oslo, Norway",1 Jun 2014,http://www.squashinfo.com/events/5770-mens-norwegian-open-2014,True
842,2,PSA Challenger 5,Pilatus Cup (M),"Kriens, Switzerland",31 May 2014,http://www.squashinfo.com/events/5771-mens-pilatus-cup-2014,True
843,3,PSA Challenger 10,Regatas Resistencia Open (M),"Resistencia, Argentina",31 May 2014,http://www.squashinfo.com/events/5769-mens-regatas-resistencia-open-2014,True
844,4,PSA Challenger 5,Christchurch Vets Ipswich Open (M),"Ipswich, England",25 May 2014,http://www.squashinfo.com/events/5738-mens-ipswich-open-2014,True
845,5,PSA Challenger 15,Bedell Jersey Classic (M),"St Clement, Jersey",25 May 2014,http://www.squashinfo.com/events/5721-mens-jersey-classic-2014,True
846,6,PSA Challenger 10,Las Vegas Open (M),"Las Vegas, USA",25 May 2014,http://www.squashinfo.com/events/5739-mens-las-vegas-open-2014,True
847,7,PSA Challenger 10,Sekisui Open (M),"Kriens, Switzerland",25 May 2014,http://www.squashinfo.com/events/5740-mens-sekisui-open-2014,True
848,8,PSA Challenger 5,City of Perth WA Open (M),"Perth, Australia",25 May 2014,http://www.squashinfo.com/events/5750-mens-wa-open-2014,True
849,9,PSA International 25,HKFC International (M),"Happy Valley, Hong Kong",24 May 2014,http://www.squashinfo.com/events/5737-mens-hkfc-international-2014,True
850,10,PSA Challenger 5,Open International d'Angers (M),"Angers, France",24 May 2014,http://www.squashinfo.com/events/5720-mens-open-international-dangers-2014,True
851,11,PSA World Series Platinum,Allam British Open (M),"Hull, England",18 May 2014,http://www.squashinfo.com/events/5561-mens-british-open-2014,True
852,12,PSA Challenger 5,Inno Wood Open (M),"Kriens, Switzerland",18 May 2014,http://www.squashinfo.com/events/5736-mens-inno-wood-open-2014,True
853,13,PSA Challenger 5,NT Open (M),"Alice Springs, Australia",18 May 2014,http://www.squashinfo.com/events/5735-mens-nt-open-2014,True
854,14,PSA Challenger 5,Greenwich Challenger (M),"Greenwich, CT, USA",11 May 2014,http://www.squashinfo.com/events/5719-mens-greenwich-challenger-2014,True
855,15,PSA Challenger 5,Top End Open (M),"Darwin, Australia",11 May 2014,http://www.squashinfo.com/events/5734-mens-top-end-open-2014,True
856,16,PSA Challenger 10,Laser Western Province Open (M),"Cape Town, South Africa",9 May 2014,http://www.squashinfo.com/events/5718-mens-western-province-open-2014,True
857,17,PSA Challenger 15,PSA Mohammed Yaquob Hajeyah Tournament (M),"South Surrah, Kuwait",7 May 2014,http://www.squashinfo.com/events/5722-mens-mohammed-yaquob-hajeyah-tournament-2014,True
858,18,PSA Challenger 5,Keith Grainger Memorial UCT Open (M),"Cape Town, South Africa",1 May 2014,http://www.squashinfo.com/events/5675-mens-uct-open-2014,True
859,19,PSA International 50,Grasshopper Cup (M),"Zurich, Switzerland",27 Apr 2014,http://www.squashinfo.com/events/5577-mens-grasshopper-cup-2014,True
860,0,PSA Challenger 15,Cannon Kirk Homes Irish Open (M),"Dublin, Ireland",26 Apr 2014,http://www.squashinfo.com/events/5708-mens-irish-open-2014,True
861,1,PSA Challenger 10,Cerdil Open (M),"Campo Grande, Brazil",20 Apr 2014,http://www.squashinfo.com/events/5703-mens-cerdil-open-2014,True
